"","","2019","2019","2019","2015","2015","2015","2010","2010","2010","2005","2005","2005","2000","2000","2000"
"Indicator","Age Group"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"nLx - person-years lived between ages x and x+n"," 85+ years","159344.4397","91441.01565","243156.9321","141087.6379","75528.0725","227020.5713","109101.3456","59078.19346","174585.9449","90149.83711","50994.22321","139424.9105","83444.49959","48247.08436","125627.5027"
"Tx - person-years lived above age x"," &lt;1 year","7743322.195","7472756.883","8049311.858","7664184.201","7385297.934","7987157.72","7488925.375","7226302.753","7794070.61","7283680.496","7041829.145","7562705.191","7158400.496","6934029.385","7415446.685"
"Tx - person-years lived above age x"," 1-4 years","7643930.924","7373402.511","7949879.117","7565004.754","7286174.09","7887915.451","7390129.103","7127580.656","7695187.588","7185584.072","6943844.892","7464477.104","7060668.878","6836449.752","7317544.881"
"Tx - person-years lived above age x"," 5-9 years","7246909.189","6976559.986","7552655.848","7169014.587","6890447.114","7491627.55","6996013.427","6733824.504","7300651.484","6794924.579","6553729.973","7073179.345","6672426.543","6448940.705","6928480.001"
"Tx - person-years lived above age x"," 10-14 years","6751088.656","6480988.79","7056554.466","6674595.133","6396381.705","6996806.857","6504144.842","6242448.753","6808206.862","6307762.024","6067309.049","6585149.114","6189097.818","5966596.875","6444045.522"
"Tx - person-years lived above age x"," 15-19  years","6255737.785","5985958.955","6560839.253","6180706.138","5902933.758","6502415.948","6012909.222","5751801.588","6316286.314","5821384.504","5581788.412","6097775.022","5706776.215","5485325.928","5960546.639"
"Tx - person-years lived above age x"," 20-24 years","5761072.128","5491823.884","6065567.03","5687552.701","5410450.493","6008498.968","5522542.564","5262276.748","5824950.959","5336072.926","5097662.493","5611109.647","5225678.505","5005574.561","5477955.901"
"Tx - person-years lived above age x"," 25-29 years","5267545.901","4999259.245","5570943.322","5195542.094","4919511.787","5515273.952","5033569.139","4774622.935","5334488.509","4852373.384","4615686.195","5125481.055","4746483.332","4528155.404","4996809.676"
"Tx - person-years lived above age x"," 30-34 years","4775466.499","4508742.978","5077093.908","4704998.433","4430635.999","5022865.68","4546362.988","4289367.711","4845118.597","4370536.219","4136198.869","4641047.206","4269685.072","4053372.211","4517805.968"
"Tx - person-years lived above age x"," 35-39 years","4285180.883","4020793.544","4584199.138","4216311.602","3944411.77","4531465.27","4061405.121","3807196.575","4357108.095","3891032.877","3659818.757","4158123.527","3795966.172","3581855.515","4041685.29"
"Tx - person-years lived above age x"," 40-44 years","3797450.528","3536485.032","4092701.104","3730162.543","3461735.17","4041528.266","3579483.882","3329215.696","3870906.372","3415040.611","3188086.808","3677509.321","3326364.806","3115170.445","3568926.042"
"Tx - person-years lived above age x"," 45-49 years","3313498.567","3057472.018","3603363.314","3247781.772","2984244.435","3553849.163","3101969.888","2857264.764","3387394.695","2944287.893","2723244.747","3200379.194","2862412.114","2655601.378","3100249.232"
"Tx - person-years lived above age x"," 50-54 years","2834780.213","2585640.258","3117177.986","2771031.55","2514575.705","3069476.685","2631083.751","2394246.286","2908050.38","2480669.787","2267636.184","2728118.678","2406597.412","2205801.438","2637961.561"
"Tx - person-years lived above age x"," 55-59 years","2363685.051","2123991.256","2635891.152","2302481.119","2055998.253","2590210.987","2169519.75","1943503.732","2434819.594","2027945.063","1825665.944","2263760.458","1962762.175","1770346.855","2185095.612"
"Tx - person-years lived above age x"," 60-64 years","1904357.49","1677671.944","2162536.228","1846329.468","1613613.875","2119209.268","1721593.926","1510217.458","1971031.428","1592296.264","1404667.112","1812180.857","1536109.716","1356557.644","1744329.433"
"Tx - person-years lived above age x"," 65-69 years","1463172.45","1254381.233","1701983.624","1409593.972","1196115.537","1661596.378","1295568.936","1104209.662","1523151.058","1181271.969","1013123.168","1379640.442","1134463.784","973446.0824","1321824.348"
"Tx - person-years lived above age x"," 70-74 years","1049822.554","865251.3207","1262320.953","1002630.541","815608.2857","1225711.264","903032.0207","738444.7664","1100840.59","806657.8271","663609.0754","976611.739","770160.6531","633973.0693","929039.2031"
"Tx - person-years lived above age x"," 75-79 years","680488.8278","528134.8974","857885.6297","641592.5502","489088.7079","826349.4237","560678.9447","430088.3609","719696.2178","487994.936","376674.2896","621327.0312","462764.5058","357707.8188","585502.7914"
